transaction_id,sender_account,receiver_account,amount,transaction_type,city,timestamp
367519,ACC6246,ACC2260,38023.93,IMPS,Pune,2025-12-07 22:40:25.990356
701559,ACC4639,ACC2655,19337.99,IMPS,Mumbai,2026-02-15 22:40:25.990494
310038,ACC4424,ACC5547,38756.75,NEFT,Pune,2025-11-21 22:40:25.990529
207957,ACC4873,ACC1185,31016.31,NEFT,Delhi,2025-10-25 22:40:25.990551
456928,ACC7717,ACC8782,24385.43,NEFT,Pune,2025-09-01 22:40:25.990569
243273,ACC1580,ACC9579,11227.96,IMPS,Hyderabad,2025-06-08 22:40:25.990585
497788,ACC2923,ACC9952,42449.61,UPI,Delhi,2025-08-01 22:40:25.990606
834042,ACC7234,ACC5481,5686.25,RTGS,Delhi,2025-05-25 22:40:25.990646
663699,ACC2238,ACC9649,1014.78,UPI,Hyderabad,2025-10-03 22:40:25.990667
498267,ACC1785,ACC8410,37693.11,RTGS,Delhi,2025-04-29 22:40:25.990685
496495,ACC7862,ACC2726,15743.77,IMPS,Mumbai,2025-07-24 22:40:25.990701
574612,ACC1362,ACC3029,45929.52,UPI,Bangalore,2025-10-04 22:40:25.990717
993932,ACC3395,ACC8544,12225.42,UPI,Bangalore,2025-07-02 22:40:25.990733
811419,ACC1129,ACC6445,18139.61,UPI,Bangalore,2025-05-16 22:40:25.990749
702704,ACC6665,ACC2060,14838.83,IMPS,Hyderabad,2025-11-22 22:40:25.990764
346977,ACC5142,ACC7393,2069.23,IMPS,Bangalore,2026-01-04 22:40:25.990779
872424,ACC4587,ACC7101,28962.37,UPI,Pune,2025-06-02 22:40:25.990794
305822,ACC2847,ACC6244,32995.57,UPI,Hyderabad,2025-03-28 22:40:25.990810
997231,ACC9522,ACC1339,10148.61,NEFT,Hyderabad,2025-11-23 22:40:25.990825
813966,ACC8910,ACC5789,46040.56,IMPS,Delhi,2025-08-16 22:40:25.990841
469403,ACC4692,ACC2266,2839.52,IMPS,Hyderabad,2025-07-23 22:40:25.990855
500662,ACC8550,ACC3656,47956.56,RTGS,Mumbai,2025-10-06 22:40:25.990870
997999,ACC2528,ACC7674,1640.94,UPI,Mumbai,2025-12-04 22:40:25.990885
242295,ACC3580,ACC6253,43111.85,NEFT,Delhi,2025-12-20 22:40:25.990900
992527,ACC1444,ACC8568,46696.15,NEFT,Bangalore,2026-02-04 22:40:25.990915
429706,ACC4965,ACC8367,10316.89,NEFT,Pune,2025-03-15 22:40:25.990930
214979,ACC6389,ACC2424,42315.81,NEFT,Delhi,2025-12-05 22:40:25.990945
399323,ACC9576,ACC4531,15024.61,UPI,Delhi,2025-04-09 22:40:25.990962
789584,ACC8110,ACC5720,30448.45,RTGS,Pune,2025-03-13 22:40:25.990976
201004,ACC6317,ACC1154,39371.41,NEFT,Mumbai,2025-09-21 22:40:25.990993
630237,ACC4672,ACC9220,29384.42,UPI,Bangalore,2025-05-06 22:40:25.991018
829221,ACC3694,ACC6189,23024.66,RTGS,Pune,2025-09-27 22:40:25.991051
189235,ACC6516,ACC6882,22886.64,IMPS,Mumbai,2025-03-08 22:40:25.991069
113304,ACC7540,ACC6963,27573.79,IMPS,Delhi,2025-03-16 22:40:25.991085
948199,ACC1697,ACC3934,18500.27,IMPS,Hyderabad,2025-12-01 22:40:25.991101
499234,ACC1570,ACC4586,2817.41,NEFT,Bangalore,2025-06-14 22:40:25.991116
696166,ACC8149,ACC7960,17465.53,RTGS,Pune,2025-10-07 22:40:25.991131
511017,ACC7016,ACC2157,5981.82,RTGS,Delhi,2025-12-28 22:40:25.991146
816794,ACC6302,ACC4500,46520.48,IMPS,Pune,2025-10-11 22:40:25.991161
853377,ACC9193,ACC4590,20543.92,NEFT,Pune,2025-11-09 22:40:25.991176
787378,ACC5238,ACC9031,10054.99,NEFT,Mumbai,2025-05-19 22:40:25.991192
137742,ACC8887,ACC6810,35605.49,NEFT,Mumbai,2025-08-16 22:40:25.991208
723300,ACC6323,ACC4691,25356.85,RTGS,Bangalore,2025-06-03 22:40:25.991223
450648,ACC2827,ACC1902,45141.42,IMPS,Mumbai,2025-06-07 22:40:25.991238
626611,ACC4745,ACC9685,34066.1,IMPS,Hyderabad,2025-06-17 22:40:25.991253
709489,ACC6595,ACC4292,12865.16,RTGS,Hyderabad,2025-03-08 22:40:25.991268
407346,ACC9563,ACC8644,33890.75,IMPS,Delhi,2025-10-19 22:40:25.991283
769031,ACC2121,ACC3896,4491.95,RTGS,Pune,2026-02-01 22:40:25.991299
771406,ACC8111,ACC3621,32404.32,IMPS,Hyderabad,2025-12-26 22:40:25.991322
619188,ACC5293,ACC4140,45902.79,RTGS,Bangalore,2026-02-12 22:40:25.991348
