transaction_id,sender_account,receiver_account,amount,transaction_type,city,timestamp
476492,ACC6934,ACC2136,49314.26,UPI,Mumbai,2026-02-05 22:40:26.116549
342158,ACC5073,ACC4441,7499.4,UPI,Delhi,2025-03-07 22:40:26.116600
461258,ACC3292,ACC8971,45103.2,UPI,Bangalore,2025-08-31 22:40:26.116621
742298,ACC9669,ACC9849,4433.78,NEFT,Pune,2025-03-15 22:40:26.116637
516746,ACC1221,ACC4234,33926.43,NEFT,Mumbai,2025-11-18 22:40:26.116653
391289,ACC3080,ACC4973,7648.05,NEFT,Bangalore,2025-09-22 22:40:26.116668
178733,ACC5658,ACC8462,46665.98,NEFT,Pune,2025-03-09 22:40:26.116683
889754,ACC6196,ACC7974,22721.76,IMPS,Bangalore,2025-06-20 22:40:26.116698
573720,ACC4192,ACC1960,7316.3,UPI,Delhi,2025-04-07 22:40:26.116713
430850,ACC3612,ACC7775,38778.4,NEFT,Delhi,2025-09-15 22:40:26.116728
272689,ACC2368,ACC6337,31433.8,IMPS,Bangalore,2025-06-19 22:40:26.116743
248883,ACC3438,ACC5417,34358.25,UPI,Mumbai,2025-10-13 22:40:26.116759
668379,ACC1183,ACC3828,34875.9,RTGS,Delhi,2026-01-02 22:40:26.116774
362760,ACC7007,ACC9466,32770.42,IMPS,Delhi,2025-09-09 22:40:26.116788
465879,ACC5296,ACC4263,49208.99,UPI,Hyderabad,2025-03-02 22:40:26.116803
775947,ACC4477,ACC9625,1924.33,RTGS,Pune,2025-11-16 22:40:26.116818
556089,ACC9005,ACC2588,38742.48,IMPS,Delhi,2025-03-04 22:40:26.116835
283072,ACC1394,ACC7459,12483.63,IMPS,Mumbai,2025-04-16 22:40:26.116850
525609,ACC3892,ACC3869,30803.23,NEFT,Mumbai,2025-06-20 22:40:26.116866
107208,ACC3031,ACC9800,32448.86,NEFT,Mumbai,2025-07-09 22:40:26.116883
735848,ACC6701,ACC8844,1225.87,RTGS,Delhi,2026-01-15 22:40:26.116899
105429,ACC6424,ACC5461,20755.67,IMPS,Hyderabad,2025-07-21 22:40:26.116916
295939,ACC3317,ACC9094,45201.05,IMPS,Hyderabad,2026-02-17 22:40:26.116932
509802,ACC4999,ACC2975,45042.31,NEFT,Delhi,2025-11-24 22:40:26.116949
213609,ACC4220,ACC7538,48828.25,UPI,Delhi,2025-04-27 22:40:26.116965
777781,ACC5914,ACC8052,468.37,NEFT,Bangalore,2025-10-06 22:40:26.116982
816974,ACC3015,ACC1046,6996.97,RTGS,Bangalore,2025-09-28 22:40:26.117015
243277,ACC4446,ACC4692,19208.59,UPI,Pune,2025-07-11 22:40:26.117044
789315,ACC9381,ACC4677,12693.21,IMPS,Hyderabad,2025-09-01 22:40:26.117077
337967,ACC5378,ACC6228,16565.17,UPI,Bangalore,2025-11-04 22:40:26.117095
876463,ACC7972,ACC6914,33210.28,UPI,Bangalore,2025-05-09 22:40:26.117111
468168,ACC1713,ACC1753,11121.13,UPI,Pune,2025-07-29 22:40:26.117127
378948,ACC3000,ACC2989,46247.55,NEFT,Pune,2025-05-25 22:40:26.117143
586997,ACC1333,ACC4191,45499.14,NEFT,Mumbai,2025-11-02 22:40:26.117159
354678,ACC8451,ACC8763,45858.05,UPI,Mumbai,2025-09-08 22:40:26.117177
945180,ACC1138,ACC2098,25666.76,RTGS,Delhi,2025-04-08 22:40:26.117194
516511,ACC7231,ACC7629,19208.33,UPI,Pune,2026-01-24 22:40:26.117210
988497,ACC6269,ACC6987,45835.3,RTGS,Pune,2025-06-16 22:40:26.117227
886488,ACC6803,ACC2915,17456.33,IMPS,Mumbai,2025-08-10 22:40:26.117242
485706,ACC7511,ACC4856,10511.35,RTGS,Delhi,2025-03-24 22:40:26.117258
845949,ACC6235,ACC1210,32993.87,RTGS,Hyderabad,2026-01-17 22:40:26.117274
800120,ACC4307,ACC3504,28176.24,NEFT,Pune,2025-02-26 22:40:26.117291
668401,ACC2429,ACC9217,21842.56,RTGS,Hyderabad,2025-12-24 22:40:26.117307
112899,ACC3314,ACC2743,45879.95,NEFT,Mumbai,2025-05-19 22:40:26.117323
584725,ACC4278,ACC2051,17842.13,IMPS,Delhi,2025-08-18 22:40:26.117340
899218,ACC6726,ACC5252,6929.77,IMPS,Delhi,2025-08-12 22:40:26.117357
872481,ACC3195,ACC3136,32790.73,NEFT,Mumbai,2025-08-23 22:40:26.117373
776106,ACC8608,ACC3003,2538.6,NEFT,Hyderabad,2025-06-11 22:40:26.117389
966309,ACC4693,ACC6916,30440.01,RTGS,Bangalore,2026-01-04 22:40:26.117405
975405,ACC5571,ACC2340,7698.72,IMPS,Pune,2025-09-27 22:40:26.117421
