transaction_id,sender_account,receiver_account,amount,transaction_type,city,timestamp
758185,ACC9097,ACC6044,8860.05,UPI,Mumbai,2025-08-23 22:40:26.192825
672185,ACC5031,ACC7002,36761.59,IMPS,Pune,2025-04-06 22:40:26.192891
641946,ACC6805,ACC6690,37342.12,NEFT,Bangalore,2025-04-16 22:40:26.192926
513201,ACC1008,ACC6103,20385.49,RTGS,Pune,2025-05-20 22:40:26.192957
650780,ACC9244,ACC3384,34884.7,RTGS,Mumbai,2025-08-09 22:40:26.192983
531958,ACC3331,ACC6064,5671.85,RTGS,Bangalore,2025-11-07 22:40:26.193002
530686,ACC9095,ACC9385,15970.85,NEFT,Delhi,2025-08-01 22:40:26.193018
363333,ACC8587,ACC6871,26145.97,IMPS,Delhi,2025-05-19 22:40:26.193033
235644,ACC4430,ACC8845,38864.85,UPI,Pune,2025-11-14 22:40:26.193048
266715,ACC4773,ACC1320,33190.87,IMPS,Hyderabad,2025-04-02 22:40:26.193064
420222,ACC8777,ACC8734,19087.92,RTGS,Mumbai,2025-11-25 22:40:26.193089
231074,ACC6232,ACC3407,8530.72,UPI,Delhi,2025-03-22 22:40:26.193121
469624,ACC4996,ACC3963,41719.12,UPI,Bangalore,2025-03-09 22:40:26.193158
666943,ACC8500,ACC9150,24180.7,IMPS,Mumbai,2025-11-21 22:40:26.193186
245583,ACC5744,ACC2960,44493.97,NEFT,Pune,2025-06-23 22:40:26.193203
373911,ACC8361,ACC6220,46242.02,RTGS,Mumbai,2025-09-17 22:40:26.193219
740976,ACC9769,ACC2708,37084.27,RTGS,Hyderabad,2025-07-20 22:40:26.193234
801062,ACC7415,ACC4851,35760.02,UPI,Pune,2025-10-29 22:40:26.193249
784525,ACC3995,ACC8729,21805.84,UPI,Delhi,2025-11-07 22:40:26.193264
103772,ACC6084,ACC1278,44812.23,IMPS,Mumbai,2026-02-01 22:40:26.193289
886706,ACC7182,ACC1063,20268.9,IMPS,Bangalore,2025-10-26 22:40:26.193305
657073,ACC5648,ACC4586,17409.69,NEFT,Delhi,2025-11-25 22:40:26.193321
467327,ACC6402,ACC4677,18654.8,NEFT,Mumbai,2025-12-20 22:40:26.193336
837330,ACC3226,ACC8726,45345.9,NEFT,Pune,2025-04-24 22:40:26.193351
681943,ACC8351,ACC4500,46557.44,NEFT,Pune,2026-02-14 22:40:26.193366
992351,ACC8769,ACC8474,13902.9,UPI,Delhi,2025-09-04 22:40:26.193381
829276,ACC2865,ACC6689,23218.77,NEFT,Mumbai,2025-04-09 22:40:26.193396
188661,ACC8418,ACC9153,20140.56,NEFT,Hyderabad,2025-11-27 22:40:26.193411
262374,ACC7050,ACC8554,43326.63,IMPS,Hyderabad,2025-03-01 22:40:26.193426
405149,ACC8680,ACC5037,49124.37,IMPS,Delhi,2025-05-04 22:40:26.193440
687127,ACC7252,ACC5438,22591.91,UPI,Hyderabad,2025-06-25 22:40:26.193455
842080,ACC7085,ACC6828,33200.17,RTGS,Mumbai,2025-03-21 22:40:26.193470
677659,ACC7576,ACC1198,36480.62,IMPS,Bangalore,2026-01-20 22:40:26.193485
588696,ACC5332,ACC8994,6403.27,NEFT,Bangalore,2025-12-17 22:40:26.193500
946884,ACC8867,ACC6903,26952.58,RTGS,Hyderabad,2025-02-21 22:40:26.193517
369454,ACC9417,ACC1448,1142.22,IMPS,Bangalore,2025-05-20 22:40:26.193532
856574,ACC2243,ACC2832,29762.87,IMPS,Hyderabad,2025-10-09 22:40:26.193547
553242,ACC5899,ACC2606,7264.24,RTGS,Delhi,2025-06-11 22:40:26.193562
429509,ACC6808,ACC4028,42918.16,NEFT,Pune,2025-08-26 22:40:26.193577
792330,ACC1396,ACC7832,3824.45,RTGS,Delhi,2025-12-29 22:40:26.193591
501538,ACC6650,ACC9725,19890.98,RTGS,Delhi,2025-08-29 22:40:26.193606
869749,ACC5774,ACC9767,28270.13,NEFT,Hyderabad,2025-11-09 22:40:26.193624
522366,ACC3320,ACC2466,27795.95,IMPS,Bangalore,2025-11-05 22:40:26.193639
730083,ACC7232,ACC7547,21692.13,NEFT,Bangalore,2025-05-15 22:40:26.193653
229413,ACC8380,ACC6160,49301.04,RTGS,Mumbai,2025-06-30 22:40:26.193668
756913,ACC8318,ACC9922,848.7,UPI,Delhi,2025-05-09 22:40:26.193692
372863,ACC1045,ACC1750,19714.47,RTGS,Hyderabad,2025-02-22 22:40:26.193708
536650,ACC8858,ACC1014,24634.81,RTGS,Delhi,2025-04-30 22:40:26.193723
588149,ACC3307,ACC6381,30825.1,UPI,Pune,2026-02-07 22:40:26.193738
773121,ACC7577,ACC7399,1710.3,IMPS,Pune,2025-02-26 22:40:26.193753
