transaction_id,sender_account,receiver_account,amount,transaction_type,city,timestamp
193627,ACC6342,ACC6900,281.09,NEFT,Delhi,2025-11-10 22:40:26.207879
859070,ACC8116,ACC3217,23652.76,RTGS,Hyderabad,2026-01-07 22:40:26.207932
438659,ACC2376,ACC7438,43311.33,IMPS,Pune,2025-03-22 22:40:26.207953
402659,ACC6362,ACC9450,40574.63,UPI,Mumbai,2026-02-01 22:40:26.207972
376907,ACC4050,ACC4912,24219.34,UPI,Delhi,2025-03-28 22:40:26.207988
971704,ACC5155,ACC4953,33950.86,RTGS,Pune,2025-07-04 22:40:26.208003
360279,ACC7712,ACC7277,15435.09,UPI,Pune,2025-11-08 22:40:26.208018
500373,ACC2192,ACC6320,1956.07,UPI,Mumbai,2025-12-31 22:40:26.208033
915334,ACC3516,ACC3565,17549.42,NEFT,Pune,2025-02-22 22:40:26.208048
221838,ACC4571,ACC9122,3124.88,RTGS,Delhi,2026-02-03 22:40:26.208092
776410,ACC1948,ACC8878,35772.12,UPI,Pune,2025-05-14 22:40:26.208109
799660,ACC4943,ACC8742,45757.94,NEFT,Mumbai,2025-05-27 22:40:26.208126
177849,ACC8529,ACC4314,10951.09,NEFT,Hyderabad,2025-04-06 22:40:26.208141
537842,ACC7997,ACC2198,45382.29,UPI,Hyderabad,2025-08-21 22:40:26.208156
393286,ACC7566,ACC7729,20838.55,RTGS,Hyderabad,2025-07-28 22:40:26.208171
358288,ACC3104,ACC5342,40476.62,RTGS,Hyderabad,2025-12-01 22:40:26.208186
637348,ACC7884,ACC6834,13127.07,NEFT,Bangalore,2025-07-07 22:40:26.208208
184976,ACC8631,ACC5342,4928.11,UPI,Delhi,2025-12-15 22:40:26.208237
727997,ACC8952,ACC6199,10809.42,NEFT,Mumbai,2025-09-01 22:40:26.208259
346651,ACC6883,ACC9852,36145.54,IMPS,Hyderabad,2025-11-15 22:40:26.208275
248402,ACC8668,ACC7218,25350.52,UPI,Hyderabad,2026-01-15 22:40:26.208289
689498,ACC4559,ACC8332,21940.52,NEFT,Pune,2025-03-31 22:40:26.208304
508244,ACC9169,ACC3768,2433.43,UPI,Bangalore,2025-11-01 22:40:26.208320
997595,ACC2054,ACC1930,23934.99,UPI,Pune,2025-09-03 22:40:26.208335
461033,ACC1420,ACC9432,2733.72,UPI,Mumbai,2025-12-15 22:40:26.208349
866494,ACC9768,ACC3829,30495.51,RTGS,Delhi,2025-07-07 22:40:26.208364
127110,ACC4781,ACC8893,26713.18,IMPS,Delhi,2025-09-25 22:40:26.208379
578957,ACC4843,ACC2898,44905.69,RTGS,Pune,2025-07-02 22:40:26.208393
693272,ACC4591,ACC8047,34061.64,RTGS,Bangalore,2025-11-28 22:40:26.208407
648803,ACC4478,ACC1798,21031.62,UPI,Delhi,2025-03-02 22:40:26.208422
461972,ACC7149,ACC5382,39723.13,UPI,Delhi,2025-08-21 22:40:26.208437
610387,ACC5586,ACC3233,35844.56,RTGS,Pune,2025-06-08 22:40:26.208451
901176,ACC9630,ACC8265,34866.05,NEFT,Mumbai,2026-01-21 22:40:26.208468
812253,ACC5148,ACC2600,41016.33,RTGS,Pune,2025-07-08 22:40:26.208483
237488,ACC1249,ACC5956,17651.65,RTGS,Delhi,2025-04-24 22:40:26.208499
402475,ACC9978,ACC1037,2408.26,IMPS,Pune,2025-04-30 22:40:26.208513
723448,ACC8597,ACC9222,46775.1,UPI,Bangalore,2025-02-20 22:40:26.208528
237991,ACC8926,ACC1541,49784.66,IMPS,Mumbai,2025-11-24 22:40:26.208543
698046,ACC7319,ACC9539,9762.89,UPI,Delhi,2025-05-09 22:40:26.208558
200163,ACC9589,ACC6273,34894.59,IMPS,Delhi,2025-12-05 22:40:26.208572
110235,ACC1140,ACC2265,35494.14,UPI,Delhi,2026-01-15 22:40:26.208587
163620,ACC2233,ACC3793,45354.15,NEFT,Bangalore,2025-12-18 22:40:26.208613
427852,ACC4700,ACC8081,36968.37,UPI,Mumbai,2025-09-09 22:40:26.208629
459009,ACC8999,ACC3317,19675.57,RTGS,Hyderabad,2025-09-23 22:40:26.208644
604119,ACC1209,ACC2438,1419.83,UPI,Delhi,2026-02-10 22:40:26.208660
798190,ACC7836,ACC8949,21316.43,NEFT,Pune,2025-07-07 22:40:26.208674
188264,ACC5617,ACC8522,9497.57,IMPS,Mumbai,2025-03-23 22:40:26.208689
166324,ACC7898,ACC7591,44008.36,IMPS,Mumbai,2025-09-04 22:40:26.208704
923733,ACC8278,ACC6557,12246.09,IMPS,Bangalore,2025-06-05 22:40:26.208718
209872,ACC5551,ACC1927,1740.69,IMPS,Hyderabad,2025-08-17 22:40:26.208733
