transaction_id,sender_account,receiver_account,amount,transaction_type,city,timestamp
377551,ACC9211,ACC4419,31936.64,RTGS,Hyderabad,2026-01-28 22:40:25.999212
759672,ACC8640,ACC4917,3048.79,RTGS,Pune,2026-02-04 22:40:25.999278
237298,ACC5572,ACC4112,8272.04,RTGS,Bangalore,2026-01-07 22:40:25.999305
537288,ACC8469,ACC8328,14090.37,IMPS,Mumbai,2025-06-26 22:40:25.999332
572255,ACC3210,ACC8145,9309.81,IMPS,Bangalore,2025-07-12 22:40:25.999348
662645,ACC4236,ACC3964,19642.61,NEFT,Delhi,2025-03-17 22:40:25.999365
857969,ACC6517,ACC9592,25506.63,UPI,Bangalore,2025-08-31 22:40:25.999381
741793,ACC4213,ACC6736,19523.74,RTGS,Hyderabad,2025-06-10 22:40:25.999396
131030,ACC2347,ACC9403,11702.89,RTGS,Mumbai,2025-08-28 22:40:25.999411
418151,ACC5867,ACC2298,15365.28,RTGS,Hyderabad,2025-06-10 22:40:25.999427
980718,ACC1916,ACC3155,9130.38,UPI,Delhi,2026-01-09 22:40:25.999442
123279,ACC1458,ACC6749,18603.46,RTGS,Hyderabad,2025-11-24 22:40:25.999458
362556,ACC5722,ACC3151,49169.72,UPI,Delhi,2025-08-27 22:40:25.999475
563691,ACC4653,ACC5858,16202.32,RTGS,Pune,2025-08-25 22:40:25.999491
963896,ACC5416,ACC6738,25278.86,RTGS,Bangalore,2025-04-07 22:40:25.999507
916417,ACC8590,ACC1079,3366.41,IMPS,Pune,2025-09-05 22:40:25.999523
469554,ACC6185,ACC2257,1881.23,NEFT,Mumbai,2025-02-26 22:40:25.999540
295279,ACC3173,ACC4206,22032.62,IMPS,Bangalore,2025-04-20 22:40:25.999556
439385,ACC8730,ACC1094,14470.45,UPI,Mumbai,2025-07-01 22:40:25.999572
727704,ACC2936,ACC2164,6541.5,IMPS,Bangalore,2025-06-17 22:40:25.999589
909385,ACC8708,ACC4276,18507.65,UPI,Hyderabad,2026-02-15 22:40:25.999605
432829,ACC6289,ACC8905,7097.31,IMPS,Hyderabad,2025-09-24 22:40:25.999622
195354,ACC9011,ACC7224,12565.53,UPI,Pune,2025-06-06 22:40:25.999639
544592,ACC4924,ACC7302,17656.35,RTGS,Mumbai,2025-10-16 22:40:25.999656
250913,ACC1122,ACC9944,36912.22,UPI,Delhi,2025-05-01 22:40:25.999672
446487,ACC8092,ACC9935,31567.57,UPI,Pune,2025-12-25 22:40:25.999689
512263,ACC4726,ACC9918,32347.14,RTGS,Mumbai,2025-06-11 22:40:25.999705
435437,ACC4146,ACC5202,1394.81,RTGS,Hyderabad,2025-09-05 22:40:25.999722
506793,ACC5530,ACC8356,1232.66,UPI,Pune,2025-09-30 22:40:25.999739
532845,ACC4114,ACC2165,17558.33,UPI,Pune,2025-12-28 22:40:25.999755
679511,ACC6721,ACC1518,956.25,NEFT,Bangalore,2025-02-26 22:40:25.999771
997734,ACC1352,ACC8408,12033.59,UPI,Delhi,2025-06-05 22:40:25.999787
822556,ACC8668,ACC5218,42636.85,RTGS,Mumbai,2025-06-20 22:40:25.999804
789698,ACC1155,ACC7575,20704.31,RTGS,Pune,2026-01-21 22:40:25.999819
101570,ACC6017,ACC7389,7162.94,NEFT,Mumbai,2025-06-02 22:40:25.999839
332534,ACC5138,ACC2471,14909.69,NEFT,Bangalore,2026-01-04 22:40:25.999857
641191,ACC7016,ACC2271,32752.24,IMPS,Bangalore,2025-09-23 22:40:25.999873
533907,ACC2221,ACC2928,22108.57,UPI,Hyderabad,2025-11-14 22:40:25.999889
552018,ACC9932,ACC2657,15451.47,NEFT,Delhi,2025-07-03 22:40:25.999905
567408,ACC2059,ACC1569,46773.79,NEFT,Delhi,2025-08-15 22:40:25.999921
620146,ACC4249,ACC1306,34709.81,UPI,Pune,2025-12-23 22:40:25.999937
939687,ACC4858,ACC1011,5542.41,UPI,Mumbai,2025-05-11 22:40:25.999953
278100,ACC9541,ACC6793,44865.54,RTGS,Mumbai,2025-05-30 22:40:25.999970
727787,ACC6039,ACC9286,49459.6,UPI,Pune,2025-05-28 22:40:25.999986
849754,ACC2993,ACC6483,4873.87,NEFT,Hyderabad,2026-01-17 22:40:26.000001
812293,ACC6788,ACC2392,39796.71,IMPS,Hyderabad,2025-06-01 22:40:26.000016
393270,ACC7379,ACC5739,44365.14,UPI,Hyderabad,2025-10-17 22:40:26.000031
887345,ACC3570,ACC1320,45547.08,IMPS,Pune,2025-06-15 22:40:26.000046
806146,ACC1352,ACC6758,20678.5,UPI,Hyderabad,2025-07-14 22:40:26.000087
899792,ACC1112,ACC1402,19585.43,IMPS,Bangalore,2025-08-10 22:40:26.000105
