transaction_id,sender_account,receiver_account,amount,transaction_type,city,timestamp
858495,ACC6209,ACC8369,29911.87,RTGS,Mumbai,2025-05-11 22:40:26.060268
839291,ACC9540,ACC6181,46205.1,IMPS,Mumbai,2025-07-27 22:40:26.060364
387884,ACC2234,ACC3445,26648.27,IMPS,Delhi,2025-05-09 22:40:26.060409
591586,ACC3924,ACC6417,15070.25,RTGS,Mumbai,2025-07-18 22:40:26.060450
569967,ACC2278,ACC9649,45404.11,IMPS,Pune,2026-01-04 22:40:26.060478
319725,ACC9873,ACC9571,25130.17,IMPS,Pune,2025-11-01 22:40:26.060521
483584,ACC6673,ACC6744,18611.49,NEFT,Hyderabad,2025-10-24 22:40:26.060539
264824,ACC8981,ACC3905,30329.97,UPI,Hyderabad,2025-06-01 22:40:26.060555
289708,ACC3574,ACC5839,18401.42,RTGS,Mumbai,2025-06-23 22:40:26.060570
713489,ACC4920,ACC3198,35856.46,UPI,Delhi,2026-01-16 22:40:26.060586
699898,ACC5960,ACC3746,18528.7,RTGS,Delhi,2025-03-05 22:40:26.060624
384614,ACC4511,ACC4690,48984.52,NEFT,Hyderabad,2026-01-31 22:40:26.060643
795174,ACC9713,ACC5803,6705.1,UPI,Pune,2025-03-05 22:40:26.060669
732370,ACC6373,ACC9058,41615.29,NEFT,Mumbai,2026-02-14 22:40:26.060709
999982,ACC9486,ACC2189,40949.12,UPI,Mumbai,2025-02-23 22:40:26.060726
201982,ACC4183,ACC4825,38712.2,RTGS,Pune,2025-05-30 22:40:26.060742
505640,ACC9414,ACC3998,34524.12,IMPS,Mumbai,2026-02-07 22:40:26.060757
757224,ACC7079,ACC5056,45902.68,NEFT,Mumbai,2026-01-27 22:40:26.060772
785261,ACC5960,ACC1036,37463.47,NEFT,Bangalore,2025-03-26 22:40:26.060788
716341,ACC1799,ACC4028,4898.24,NEFT,Pune,2025-04-15 22:40:26.060803
691919,ACC7639,ACC9774,20190.94,NEFT,Bangalore,2026-01-16 22:40:26.060818
429568,ACC3685,ACC5264,8635.28,IMPS,Bangalore,2026-01-18 22:40:26.060833
398289,ACC8318,ACC3251,29194.91,NEFT,Delhi,2025-03-03 22:40:26.060848
967025,ACC9520,ACC9956,38457.71,RTGS,Pune,2026-01-05 22:40:26.060864
344247,ACC6882,ACC4315,38688.15,NEFT,Delhi,2025-05-08 22:40:26.060879
962038,ACC9457,ACC6986,23122.92,RTGS,Hyderabad,2025-11-23 22:40:26.060895
321583,ACC3449,ACC1783,20106.12,IMPS,Pune,2025-07-12 22:40:26.060909
974055,ACC5813,ACC1537,7274.42,RTGS,Delhi,2025-04-27 22:40:26.060924
537049,ACC2323,ACC7975,39882.95,RTGS,Pune,2025-03-28 22:40:26.060938
676599,ACC1600,ACC6886,9006.48,UPI,Hyderabad,2025-10-19 22:40:26.060953
656160,ACC4213,ACC4661,26338.39,IMPS,Mumbai,2025-12-24 22:40:26.060972
488419,ACC6574,ACC4692,1163.94,RTGS,Hyderabad,2025-08-13 22:40:26.060988
834107,ACC3877,ACC1757,13416.27,UPI,Pune,2025-08-18 22:40:26.061003
124677,ACC1411,ACC7071,41044.02,UPI,Pune,2025-08-29 22:40:26.061018
432313,ACC1050,ACC5870,43750.8,UPI,Pune,2025-03-17 22:40:26.061034
223191,ACC3664,ACC6872,29644.12,RTGS,Pune,2025-11-25 22:40:26.061050
792145,ACC2414,ACC9923,21129.5,IMPS,Pune,2025-02-21 22:40:26.061065
700794,ACC9165,ACC5857,37091.48,IMPS,Delhi,2025-11-22 22:40:26.061080
620505,ACC1462,ACC7050,48036.23,UPI,Pune,2025-09-16 22:40:26.061094
630341,ACC1188,ACC2285,31688.11,NEFT,Hyderabad,2025-08-08 22:40:26.061109
103162,ACC4051,ACC6630,15799.55,RTGS,Delhi,2025-04-03 22:40:26.061124
499458,ACC7203,ACC7515,42030.22,UPI,Bangalore,2025-10-29 22:40:26.061139
816781,ACC2987,ACC9786,20887.37,IMPS,Pune,2025-08-11 22:40:26.061154
184353,ACC7844,ACC2274,33720.28,RTGS,Hyderabad,2026-01-07 22:40:26.061168
283614,ACC7805,ACC8408,12697.85,RTGS,Mumbai,2025-10-09 22:40:26.061183
862590,ACC7947,ACC7396,40355.71,RTGS,Delhi,2025-05-15 22:40:26.061205
867684,ACC6011,ACC4422,46200.5,NEFT,Bangalore,2025-12-06 22:40:26.061233
869957,ACC8183,ACC3397,19451.6,RTGS,Delhi,2025-03-15 22:40:26.061259
625918,ACC3275,ACC4951,29317.99,RTGS,Pune,2026-01-08 22:40:26.061287
298688,ACC7590,ACC6224,8691.87,RTGS,Hyderabad,2025-12-17 22:40:26.061306
