transaction_id,sender_account,receiver_account,amount,transaction_type,city,timestamp
898035,ACC5078,ACC5139,39559.78,NEFT,Delhi,2025-09-26 22:40:26.167468
260723,ACC4053,ACC3799,14719.85,IMPS,Pune,2026-02-01 22:40:26.167515
144875,ACC3968,ACC5602,49990.85,UPI,Pune,2025-11-02 22:40:26.167535
320238,ACC8514,ACC3887,17494.76,UPI,Pune,2025-07-21 22:40:26.167552
139155,ACC6177,ACC5360,34486.28,IMPS,Mumbai,2025-12-01 22:40:26.167568
589693,ACC4002,ACC9868,41075.11,NEFT,Bangalore,2025-07-23 22:40:26.167584
877777,ACC4085,ACC9009,43383.45,UPI,Delhi,2025-10-14 22:40:26.167599
816216,ACC7258,ACC5970,22647.13,RTGS,Delhi,2026-01-25 22:40:26.167614
672047,ACC9861,ACC8056,12943.68,NEFT,Delhi,2026-01-15 22:40:26.167629
420252,ACC6299,ACC5494,8899.18,IMPS,Hyderabad,2025-09-28 22:40:26.167644
971288,ACC3228,ACC1636,19073.39,IMPS,Hyderabad,2025-08-12 22:40:26.167659
362916,ACC8101,ACC1186,24221.16,RTGS,Mumbai,2025-04-23 22:40:26.167674
767359,ACC4008,ACC2073,16298.13,RTGS,Pune,2026-01-27 22:40:26.167689
232626,ACC6120,ACC6054,7890.38,NEFT,Hyderabad,2025-11-09 22:40:26.167704
182205,ACC9258,ACC4007,19926.86,RTGS,Delhi,2025-03-06 22:40:26.167719
148193,ACC1322,ACC8101,38107.51,RTGS,Bangalore,2025-11-29 22:40:26.167733
573327,ACC4372,ACC1402,30122.66,NEFT,Bangalore,2025-03-19 22:40:26.167748
622564,ACC8340,ACC5648,4528.35,NEFT,Mumbai,2025-02-25 22:40:26.167763
600019,ACC8613,ACC1715,2196.47,NEFT,Hyderabad,2025-12-25 22:40:26.167778
325396,ACC4506,ACC1459,10104.26,IMPS,Delhi,2025-07-25 22:40:26.167794
863583,ACC2100,ACC4524,47799.23,IMPS,Bangalore,2025-08-05 22:40:26.167810
895170,ACC6359,ACC1857,37467.88,IMPS,Delhi,2025-03-18 22:40:26.167826
444488,ACC2135,ACC6152,24978.69,NEFT,Hyderabad,2026-02-18 22:40:26.167842
409584,ACC2556,ACC4009,39040.07,RTGS,Bangalore,2025-12-03 22:40:26.167859
848309,ACC9600,ACC3973,47132.26,RTGS,Hyderabad,2025-03-19 22:40:26.167875
335595,ACC9529,ACC4625,17749.87,RTGS,Hyderabad,2025-09-17 22:40:26.167892
699915,ACC6114,ACC1769,39040.95,NEFT,Mumbai,2025-12-14 22:40:26.167909
648972,ACC8780,ACC9066,255.36,IMPS,Delhi,2025-07-24 22:40:26.167924
857595,ACC1175,ACC1241,31542.88,RTGS,Bangalore,2025-04-01 22:40:26.167941
427982,ACC7693,ACC5744,24512.59,NEFT,Bangalore,2025-03-29 22:40:26.167956
264485,ACC2036,ACC2869,9691.06,UPI,Bangalore,2025-05-10 22:40:26.167973
296971,ACC1785,ACC2759,3468.58,IMPS,Hyderabad,2025-08-31 22:40:26.167989
914132,ACC8279,ACC5775,23734.07,RTGS,Hyderabad,2025-04-10 22:40:26.168006
349160,ACC6714,ACC5301,48475.29,UPI,Mumbai,2025-09-03 22:40:26.168022
570737,ACC3601,ACC7953,3874.54,UPI,Delhi,2025-12-19 22:40:26.168039
766723,ACC8159,ACC4560,15141.91,UPI,Mumbai,2025-08-11 22:40:26.168056
463116,ACC4018,ACC1859,11738.79,IMPS,Mumbai,2025-07-18 22:40:26.168121
613273,ACC3065,ACC4342,33205.11,RTGS,Bangalore,2025-07-17 22:40:26.168138
390837,ACC5863,ACC8614,19830.26,NEFT,Mumbai,2025-08-21 22:40:26.168154
147596,ACC8941,ACC7480,14660.67,UPI,Mumbai,2026-01-21 22:40:26.168170
234257,ACC8316,ACC1399,6890.17,IMPS,Delhi,2025-12-22 22:40:26.168186
229021,ACC5828,ACC1246,30543.97,UPI,Hyderabad,2025-08-07 22:40:26.168203
986043,ACC5076,ACC3075,9899.31,RTGS,Pune,2025-08-24 22:40:26.168219
111670,ACC1441,ACC4476,21066.67,RTGS,Delhi,2025-04-02 22:40:26.168235
236691,ACC1666,ACC6246,22116.6,NEFT,Bangalore,2025-07-17 22:40:26.168250
966672,ACC5111,ACC8498,32379.37,NEFT,Bangalore,2026-01-31 22:40:26.168265
239627,ACC7791,ACC1723,314.51,NEFT,Hyderabad,2025-02-23 22:40:26.168280
217654,ACC2583,ACC5187,49902.48,IMPS,Hyderabad,2025-11-25 22:40:26.168294
616342,ACC7483,ACC5916,15583.24,RTGS,Mumbai,2025-05-19 22:40:26.168309
795607,ACC6995,ACC8306,22510.46,RTGS,Hyderabad,2025-05-05 22:40:26.168324
