transaction_id,sender_account,receiver_account,amount,transaction_type,city,timestamp
660041,ACC4757,ACC9078,45865.56,UPI,Bangalore,2025-11-20 22:40:26.257786
562998,ACC6464,ACC5556,13190.49,IMPS,Pune,2025-11-18 22:40:26.257846
641772,ACC9546,ACC3232,21096.94,NEFT,Mumbai,2025-12-23 22:40:26.257869
137100,ACC4840,ACC5480,46352.23,UPI,Pune,2026-02-13 22:40:26.257887
906281,ACC5962,ACC9113,15810.84,RTGS,Pune,2025-04-18 22:40:26.257904
384971,ACC5628,ACC4333,19392.3,RTGS,Pune,2025-03-13 22:40:26.257923
852073,ACC3842,ACC5954,13040.01,RTGS,Bangalore,2025-09-28 22:40:26.257940
252030,ACC7724,ACC4641,29251.62,UPI,Bangalore,2025-08-29 22:40:26.257956
482830,ACC1950,ACC6860,20873.86,NEFT,Pune,2026-02-06 22:40:26.257972
943918,ACC1860,ACC9768,3572.62,IMPS,Delhi,2026-01-04 22:40:26.257989
326970,ACC7172,ACC5465,20772.02,RTGS,Bangalore,2025-06-26 22:40:26.258006
604902,ACC9311,ACC7919,40709.56,IMPS,Bangalore,2026-01-30 22:40:26.258023
718324,ACC6413,ACC4123,11041.34,NEFT,Bangalore,2025-10-09 22:40:26.258039
192004,ACC2753,ACC3224,19212.33,NEFT,Mumbai,2025-08-22 22:40:26.258055
695107,ACC7933,ACC8584,1289.9,NEFT,Mumbai,2025-12-07 22:40:26.258071
732502,ACC5795,ACC2404,25142.91,IMPS,Pune,2025-05-01 22:40:26.258088
626923,ACC8674,ACC6268,4196.74,UPI,Hyderabad,2025-03-26 22:40:26.258105
786341,ACC2944,ACC8969,18537.74,RTGS,Hyderabad,2025-02-19 22:40:26.258134
801581,ACC8673,ACC9576,30604.45,RTGS,Bangalore,2025-12-04 22:40:26.258152
326925,ACC7653,ACC9265,8359.77,RTGS,Pune,2025-07-18 22:40:26.258169
551557,ACC8634,ACC9365,14549.47,RTGS,Hyderabad,2025-05-13 22:40:26.258185
353155,ACC3576,ACC2838,9922.3,IMPS,Hyderabad,2025-11-09 22:40:26.258201
121639,ACC5543,ACC4677,13611.18,UPI,Hyderabad,2025-10-04 22:40:26.258216
107206,ACC7870,ACC9946,41453.4,UPI,Mumbai,2025-08-25 22:40:26.258231
541411,ACC6152,ACC9771,20278.1,UPI,Pune,2025-11-29 22:40:26.258246
366038,ACC5488,ACC1074,11690.07,UPI,Bangalore,2025-08-29 22:40:26.258261
686646,ACC1254,ACC2833,23858.63,RTGS,Bangalore,2025-02-25 22:40:26.258276
798705,ACC2591,ACC2268,12847.06,RTGS,Pune,2025-04-27 22:40:26.258291
790859,ACC1731,ACC7634,14622.28,UPI,Pune,2025-07-23 22:40:26.258306
260944,ACC8559,ACC3799,43109.72,RTGS,Mumbai,2025-09-08 22:40:26.258320
365945,ACC3433,ACC1027,24931.31,UPI,Hyderabad,2025-07-20 22:40:26.258335
898210,ACC2689,ACC7649,46756.32,NEFT,Delhi,2025-04-15 22:40:26.258350
508019,ACC5877,ACC4019,30495.09,UPI,Pune,2025-02-20 22:40:26.258365
829716,ACC4799,ACC2227,49431.85,IMPS,Bangalore,2025-10-06 22:40:26.258379
608094,ACC2307,ACC7608,16395.44,RTGS,Hyderabad,2025-08-21 22:40:26.258396
685431,ACC7315,ACC5739,6392.8,UPI,Bangalore,2025-12-27 22:40:26.258421
496334,ACC8747,ACC6074,32729.5,RTGS,Pune,2025-07-31 22:40:26.258445
738331,ACC6425,ACC4274,3368.76,RTGS,Bangalore,2025-10-17 22:40:26.258462
397868,ACC8482,ACC7569,14335.16,IMPS,Bangalore,2025-10-29 22:40:26.258488
274149,ACC6961,ACC8506,30460.92,UPI,Pune,2026-02-16 22:40:26.258515
220287,ACC3350,ACC4852,25713.48,UPI,Pune,2025-11-29 22:40:26.258530
267517,ACC6206,ACC4468,11734.85,IMPS,Hyderabad,2025-08-12 22:40:26.258545
542826,ACC9777,ACC8618,34078.36,RTGS,Bangalore,2025-05-30 22:40:26.258560
255414,ACC8093,ACC3537,20797.86,IMPS,Hyderabad,2026-02-15 22:40:26.258575
533669,ACC4363,ACC7081,32910.06,IMPS,Pune,2025-07-06 22:40:26.258589
387141,ACC8259,ACC8108,45819.83,RTGS,Pune,2025-06-16 22:40:26.258604
624063,ACC4737,ACC8211,38130.17,UPI,Bangalore,2026-01-14 22:40:26.258619
563899,ACC1468,ACC9536,38511.78,NEFT,Mumbai,2025-10-31 22:40:26.258633
253104,ACC8813,ACC8907,49370.76,IMPS,Bangalore,2025-07-23 22:40:26.258648
906707,ACC9871,ACC1067,41438.61,UPI,Pune,2026-01-08 22:40:26.258662
