transaction_id,sender_account,receiver_account,amount,transaction_type,city,timestamp
134369,ACC3077,ACC4708,25837.29,IMPS,Delhi,2025-09-12 22:40:26.205408
872821,ACC4715,ACC9235,44099.17,UPI,Delhi,2025-10-04 22:40:26.205466
965690,ACC2501,ACC3643,7722.58,RTGS,Bangalore,2025-08-31 22:40:26.205487
733473,ACC2967,ACC2502,40609.14,UPI,Hyderabad,2025-03-25 22:40:26.205504
590989,ACC5000,ACC2300,19209.87,NEFT,Pune,2025-11-25 22:40:26.205521
317488,ACC1657,ACC2914,28142.27,NEFT,Mumbai,2025-03-13 22:40:26.205537
549222,ACC2496,ACC3360,47451.23,NEFT,Pune,2025-05-14 22:40:26.205553
976696,ACC7998,ACC9677,8774.51,IMPS,Pune,2025-08-21 22:40:26.205568
115428,ACC1900,ACC6422,13828.47,NEFT,Mumbai,2025-05-02 22:40:26.205583
996166,ACC3305,ACC8408,39095.34,RTGS,Hyderabad,2025-09-18 22:40:26.205599
598960,ACC7429,ACC6280,26063.83,NEFT,Mumbai,2025-09-16 22:40:26.205614
292172,ACC2572,ACC1816,15381.21,NEFT,Mumbai,2026-02-07 22:40:26.205630
302784,ACC5555,ACC2774,34287.15,UPI,Hyderabad,2025-04-13 22:40:26.205645
185681,ACC3480,ACC8822,36041.95,NEFT,Mumbai,2025-11-19 22:40:26.205660
261241,ACC9620,ACC3422,19428.87,IMPS,Bangalore,2025-06-28 22:40:26.205674
111367,ACC9625,ACC2935,7437.61,RTGS,Hyderabad,2025-06-16 22:40:26.205689
122781,ACC9665,ACC9165,32822.99,UPI,Bangalore,2025-06-04 22:40:26.205704
503137,ACC5406,ACC3566,17020.35,RTGS,Pune,2025-11-06 22:40:26.205719
988018,ACC6195,ACC5377,36793.47,UPI,Bangalore,2025-09-25 22:40:26.205734
277935,ACC7319,ACC1620,35263.84,IMPS,Mumbai,2025-06-28 22:40:26.205748
422050,ACC9013,ACC8225,26644.15,UPI,Pune,2026-02-04 22:40:26.205763
566909,ACC2828,ACC9775,31643.77,RTGS,Mumbai,2025-08-29 22:40:26.205778
442311,ACC1318,ACC9903,24109.95,NEFT,Delhi,2026-01-09 22:40:26.205793
768435,ACC1098,ACC1436,8839.41,UPI,Delhi,2025-10-18 22:40:26.205808
131023,ACC2658,ACC3966,9937.77,NEFT,Delhi,2025-06-07 22:40:26.205823
436900,ACC3844,ACC1861,21031.2,UPI,Bangalore,2025-03-25 22:40:26.205838
157948,ACC3896,ACC4724,34703.85,IMPS,Delhi,2025-11-12 22:40:26.205853
152531,ACC7909,ACC2085,2902.79,RTGS,Mumbai,2025-07-15 22:40:26.205868
816243,ACC3486,ACC7257,31292.95,UPI,Pune,2026-02-19 22:40:26.205883
391772,ACC9322,ACC4200,34154.97,NEFT,Mumbai,2025-12-22 22:40:26.205899
152383,ACC1995,ACC9140,23942.69,IMPS,Pune,2025-05-07 22:40:26.205914
395058,ACC5125,ACC9051,39965.4,UPI,Pune,2025-09-04 22:40:26.205929
247986,ACC2544,ACC8298,37075.71,UPI,Hyderabad,2025-10-08 22:40:26.205944
878978,ACC4891,ACC4496,40558.6,NEFT,Hyderabad,2025-04-25 22:40:26.205959
942234,ACC4557,ACC8530,12594.91,RTGS,Pune,2025-10-24 22:40:26.205976
426112,ACC7710,ACC6347,11214.03,IMPS,Mumbai,2025-09-27 22:40:26.205992
678903,ACC7876,ACC6976,48647.18,UPI,Pune,2025-06-17 22:40:26.206006
334876,ACC5161,ACC7202,45294.39,RTGS,Pune,2025-04-25 22:40:26.206021
113796,ACC6756,ACC6125,33073.21,IMPS,Pune,2026-01-24 22:40:26.206036
535655,ACC2995,ACC9202,33103.41,NEFT,Bangalore,2025-08-31 22:40:26.206051
958717,ACC8461,ACC5095,49091.95,NEFT,Delhi,2025-11-11 22:40:26.206066
179610,ACC2852,ACC9061,31035.31,RTGS,Bangalore,2025-10-01 22:40:26.206080
358048,ACC8454,ACC8583,20290.25,UPI,Bangalore,2025-09-19 22:40:26.206097
377376,ACC6342,ACC5241,14804.02,UPI,Mumbai,2025-05-01 22:40:26.206111
171427,ACC2464,ACC4601,1788.09,RTGS,Pune,2025-09-23 22:40:26.206125
981401,ACC1881,ACC3487,45358.34,IMPS,Pune,2026-01-31 22:40:26.206140
217760,ACC1427,ACC3313,13535.19,NEFT,Pune,2025-07-18 22:40:26.206155
328534,ACC2604,ACC6628,37093.09,IMPS,Mumbai,2025-08-22 22:40:26.206170
317405,ACC1947,ACC4558,30257.49,UPI,Mumbai,2025-10-03 22:40:26.206184
200007,ACC8508,ACC2494,48081.14,IMPS,Bangalore,2025-09-16 22:40:26.206198
