transaction_id,sender_account,receiver_account,amount,transaction_type,city,timestamp
989565,ACC7394,ACC5707,1083.02,RTGS,Bangalore,2026-01-14 22:40:26.089761
124339,ACC1656,ACC4532,44148.9,IMPS,Pune,2025-07-30 22:40:26.089852
911933,ACC9080,ACC9121,21513.58,NEFT,Hyderabad,2026-01-05 22:40:26.089888
837721,ACC7351,ACC2382,21107.01,RTGS,Pune,2025-07-11 22:40:26.089910
275573,ACC2769,ACC8303,12649.32,IMPS,Mumbai,2025-03-16 22:40:26.089927
395992,ACC6331,ACC1158,17314.79,RTGS,Delhi,2025-11-03 22:40:26.089952
223310,ACC2950,ACC1809,34080.23,NEFT,Bangalore,2025-09-30 22:40:26.089983
784010,ACC5526,ACC4096,32518.43,NEFT,Mumbai,2025-03-14 22:40:26.089999
117123,ACC6169,ACC9927,46939.24,NEFT,Delhi,2025-08-24 22:40:26.090015
249760,ACC4304,ACC1952,29590.7,UPI,Pune,2025-08-08 22:40:26.090031
544438,ACC1824,ACC2271,21417.69,RTGS,Bangalore,2025-06-20 22:40:26.090058
666636,ACC9124,ACC5911,44210.59,UPI,Bangalore,2025-11-14 22:40:26.090104
491362,ACC4260,ACC3565,1188.63,RTGS,Delhi,2025-05-19 22:40:26.090132
886383,ACC7783,ACC3573,12367.66,RTGS,Bangalore,2026-01-08 22:40:26.090149
203880,ACC5394,ACC1673,45197.72,RTGS,Mumbai,2025-02-26 22:40:26.090164
637931,ACC2191,ACC7558,17758.71,UPI,Hyderabad,2026-02-07 22:40:26.090178
571648,ACC2807,ACC9270,42469.29,IMPS,Delhi,2026-02-07 22:40:26.090193
979118,ACC5520,ACC8335,18601.06,RTGS,Pune,2025-08-18 22:40:26.090208
156572,ACC7668,ACC5460,34738.22,RTGS,Bangalore,2025-10-23 22:40:26.090222
337486,ACC9990,ACC6444,4223.91,NEFT,Delhi,2025-10-21 22:40:26.090249
689459,ACC1369,ACC5888,45332.28,UPI,Bangalore,2025-09-22 22:40:26.090306
701327,ACC5721,ACC8999,9110.72,NEFT,Delhi,2025-05-30 22:40:26.090357
961350,ACC5773,ACC7541,1676.91,UPI,Mumbai,2025-08-18 22:40:26.090374
751831,ACC7565,ACC1368,21880.45,UPI,Bangalore,2026-01-23 22:40:26.090390
935862,ACC6976,ACC9177,3655.27,IMPS,Mumbai,2025-03-13 22:40:26.090413
393922,ACC7697,ACC5953,33509.88,NEFT,Hyderabad,2025-03-04 22:40:26.090438
606114,ACC1279,ACC4300,7918.54,IMPS,Pune,2025-07-10 22:40:26.090453
661083,ACC4464,ACC6051,7010.46,NEFT,Bangalore,2025-09-16 22:40:26.090468
376087,ACC8393,ACC2482,36307.55,UPI,Pune,2025-07-13 22:40:26.090503
951672,ACC3182,ACC9973,46584.92,NEFT,Bangalore,2025-09-18 22:40:26.090519
361535,ACC7299,ACC8902,29883.41,UPI,Pune,2025-10-02 22:40:26.090544
236032,ACC2037,ACC4158,29748.79,IMPS,Mumbai,2025-09-21 22:40:26.090561
363433,ACC6201,ACC3186,2208.28,IMPS,Hyderabad,2025-04-01 22:40:26.090579
125563,ACC7759,ACC8275,1437.57,RTGS,Pune,2025-06-29 22:40:26.090624
760149,ACC8846,ACC3684,28082.91,NEFT,Mumbai,2025-08-08 22:40:26.090655
262074,ACC7380,ACC2859,9086.18,RTGS,Mumbai,2025-07-29 22:40:26.090694
769207,ACC2702,ACC6383,21426.81,IMPS,Hyderabad,2025-08-05 22:40:26.090709
922745,ACC8567,ACC4322,822.23,NEFT,Hyderabad,2025-04-06 22:40:26.090724
273137,ACC5268,ACC3243,28883.66,RTGS,Mumbai,2025-11-04 22:40:26.090739
884321,ACC1243,ACC9295,17012.85,UPI,Bangalore,2025-10-18 22:40:26.090755
573610,ACC8174,ACC1408,33986.95,RTGS,Mumbai,2026-02-17 22:40:26.090770
613518,ACC8924,ACC7880,39175.13,RTGS,Hyderabad,2025-11-03 22:40:26.090794
242474,ACC9214,ACC9699,26287.29,UPI,Bangalore,2025-10-23 22:40:26.090830
588856,ACC9236,ACC2413,19717.94,IMPS,Pune,2025-03-13 22:40:26.090863
362376,ACC4314,ACC1531,14303.66,IMPS,Hyderabad,2025-11-08 22:40:26.090883
125269,ACC9027,ACC1199,44174.15,IMPS,Delhi,2025-03-04 22:40:26.090898
991475,ACC2619,ACC2803,15508.19,UPI,Hyderabad,2026-01-28 22:40:26.090913
942956,ACC6137,ACC9279,28034.29,UPI,Pune,2025-05-21 22:40:26.090928
932521,ACC4935,ACC5073,30917.73,UPI,Hyderabad,2025-12-23 22:40:26.090942
360780,ACC6341,ACC7964,27603.51,UPI,Delhi,2025-03-13 22:40:26.090964
